CODIGO_OBRA,func_n_funcionarios,func_n_registros,func_riesgo_max,func_riesgo_mean,func_riesgo_std,func_score_max,func_score_mean,func_score_std,func_score_responsabilidad_mean,func_score_sancion_mean,func_pct_alto_riesgo,func_pct_medio_o_alto,func_n_obras_mean,func_n_obras_max,func_n_empresas_mean,func_n_empresas_max,func_n_representaciones_mean,func_n_representaciones_max,func_n_empresas_representadas_mean,func_n_empresas_representadas_max
144910,13,13,3,0.7692307692307693,1.3008872711759818,51,7.230769230769231,15.06183834593156,3.8461538461538463,3.3846153846153846,0.23076923076923078,0.23076923076923078,1.8461538461538463,2,3.0,6.0,0.0,0.0,0.0,0.0
146037,6,6,2,0.8333333333333334,0.9831920802501751,8,3.3333333333333335,3.9327683210007005,3.3333333333333335,0.0,0.0,0.3333333333333333,4.666666666666667,9,5.0,14.0,0.0,0.0,0.0,0.0
146038,6,6,2,0.8333333333333334,0.9831920802501751,8,3.3333333333333335,3.9327683210007005,3.3333333333333335,0.0,0.0,0.3333333333333333,4.666666666666667,9,5.0,14.0,0.0,0.0,0.0,0.0
146140,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7,4.5,13.0,0.0,0.0,0.0,0.0
146172,6,6,2,0.5,0.8366600265340756,12,2.6666666666666665,4.844240566555986,2.6666666666666665,0.0,0.0,0.16666666666666666,3.8333333333333335,7,7.0,13.0,0.0,0.0,0.0,0.0
146965,6,6,3,0.5,1.224744871391589,21,3.5,8.573214099741124,3.1666666666666665,0.3333333333333333,0.16666666666666666,0.16666666666666666,10.0,14,12.833333333333334,23.0,0.0,0.0,0.0,0.0
148627,12,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2,1.8333333333333333,4.0,0.0,0.0,0.0,0.0
150346,6,6,3,1.5,1.6431676725154984,48,18.666666666666668,21.275964529643932,18.666666666666668,0.0,0.5,0.5,5.5,8,8.166666666666666,12.0,0.0,0.0,0.0,0.0
151347,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5.0,0.0,0.0,0.0,0.0
151408,9,9,2,0.4444444444444444,0.7264831572567789,8,1.5555555555555556,2.788866755113585,1.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,1.3333333333333333,2,2.3333333333333335,3.0,0.0,0.0,0.0,0.0
152012,6,6,3,0.6666666666666666,1.2110601416389966,16,3.3333333333333335,6.408327915038889,3.3333333333333335,0.0,0.16666666666666666,0.16666666666666666,3.8333333333333335,4,5.5,6.0,0.0,0.0,0.0,0.0
152016,6,6,3,0.6666666666666666,1.2110601416389966,16,3.3333333333333335,6.408327915038889,3.3333333333333335,0.0,0.16666666666666666,0.16666666666666666,3.8333333333333335,4,5.833333333333333,6.0,0.0,0.0,0.0,0.0
152191,7,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,4,3.857142857142857,6.0,0.0,0.0,0.0,0.0
152911,12,12,2,0.16666666666666666,0.5773502691896258,15,1.25,4.330127018922194,1.25,0.0,0.0,0.08333333333333333,1.0,1,1.8333333333333333,3.0,0.0,0.0,0.0,0.0
153456,3,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,3,5.0,6.0,0.0,0.0,0.0,0.0
155990,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,4,2.8333333333333335,5.0,0.0,0.0,0.0,0.0
156086,8,8,3,1.5,1.6035674514745464,48,17.25,19.45507645834372,17.25,0.0,0.5,0.5,5.375,8,7.75,12.0,0.0,0.0,0.0,0.0
156608,12,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.833333333333333,14,8.916666666666666,23.0,0.0,0.0,0.0,0.0
156609,13,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.384615384615385,14,9.846153846153847,23.0,0.0,0.0,0.0,0.0
156611,10,10,3,0.3,0.9486832980505138,21,2.1,6.640783086353596,1.9,0.2,0.1,0.1,8.4,14,9.9,23.0,0.0,0.0,0.0,0.0
156612,10,10,3,0.3,0.9486832980505138,21,2.1,6.640783086353596,1.9,0.2,0.1,0.1,8.6,14,11.7,23.0,0.0,0.0,0.0,0.0
156613,15,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.933333333333334,14,9.4,23.0,0.0,0.0,0.0,0.0
156614,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11,9.0,15.0,0.0,0.0,0.0,0.0
156615,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,14,11.333333333333334,23.0,0.0,0.0,0.0,0.0
156617,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,13,11.166666666666666,17.0,0.0,0.0,0.0,0.0
156662,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3,5.333333333333333,6.0,0.0,0.0,0.0,0.0
157262,7,7,3,0.5714285714285714,1.1338934190276817,16,2.857142857142857,5.984105932344765,2.857142857142857,0.0,0.14285714285714285,0.14285714285714285,3.7142857142857144,4,5.428571428571429,6.0,0.0,0.0,0.0,0.0
157263,8,8,3,0.5,1.0690449676496976,16,2.5,5.631543812693436,2.5,0.0,0.125,0.125,3.375,4,5.0,6.0,0.0,0.0,0.0,0.0
157425,6,6,3,1.0,1.5491933384829668,33,10.666666666666666,16.536827587740845,10.666666666666666,0.0,0.3333333333333333,0.3333333333333333,6.5,8,9.666666666666666,12.0,0.0,0.0,0.0,0.0
157638,6,6,2,0.5,0.8366600265340756,15,2.6666666666666665,6.0553007081949835,2.6666666666666665,0.0,0.0,0.16666666666666666,2.0,2,5.0,5.0,0.0,0.0,0.0,0.0
157653,8,8,3,1.375,1.1877349391654206,54,12.875,17.69130133306035,12.875,0.0,0.125,0.625,1.125,2,4.625,6.0,0.0,0.0,0.0,0.0
157822,8,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,14,8.875,23.0,0.0,0.0,0.0,0.0
157823,11,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.818181818181818,14,9.363636363636363,23.0,0.0,0.0,0.0,0.0
158003,8,8,3,1.5,1.6035674514745464,48,17.25,19.45507645834372,17.25,0.0,0.5,0.5,5.75,8,8.5,12.0,0.0,0.0,0.0,0.0
161130,6,6,2,0.5,0.8366600265340756,12,2.8333333333333335,4.915960401250875,2.8333333333333335,0.0,0.0,0.16666666666666666,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
161960,8,8,2,0.5,0.9258200997725515,15,3.5,6.502746672423452,3.5,0.0,0.0,0.25,2.625,4,6.125,10.0,0.0,0.0,0.0,0.0
162027,6,6,2,0.3333333333333333,0.816496580927726,8,1.3333333333333333,3.265986323710904,1.3333333333333333,0.0,0.0,0.16666666666666666,2.1666666666666665,3,2.6666666666666665,4.0,0.0,0.0,0.0,0.0
163741,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2,2.6666666666666665,3.0,0.0,0.0,0.0,0.0
164855,10,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2,3.3,5.0,0.0,0.0,0.0,0.0
164856,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,4.333333333333333,5.0,0.0,0.0,0.0,0.0
16513,6,6,2,0.3333333333333333,0.816496580927726,8,1.3333333333333333,3.265986323710904,1.3333333333333333,0.0,0.0,0.16666666666666666,4.166666666666667,11,6.666666666666667,17.0,0.0,0.0,0.0,0.0
165523,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2,2.3333333333333335,3.0,0.0,0.0,0.0,0.0
166882,6,6,2,0.3333333333333333,0.816496580927726,8,1.3333333333333333,3.265986323710904,1.3333333333333333,0.0,0.0,0.16666666666666666,2.0,3,2.3333333333333335,3.0,0.0,0.0,0.0,0.0
167630,6,6,2,0.6666666666666666,1.0327955589886444,13,3.1666666666666665,5.382068994974579,2.1666666666666665,1.0,0.0,0.3333333333333333,2.8333333333333335,4,5.5,9.0,0.0,0.0,0.0,0.0
168500,6,6,2,0.6666666666666666,1.0327955589886444,12,3.6666666666666665,5.715476066494082,2.0,1.6666666666666667,0.0,0.3333333333333333,1.5,4,5.333333333333333,17.0,0.0,0.0,0.0,0.0
168784,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,8,6.0,16.0,0.0,0.0,0.0,0.0
169496,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5,4.333333333333333,9.0,0.0,0.0,0.0,0.0
169532,6,6,3,0.5,1.224744871391589,35,5.833333333333333,14.288690166235206,5.833333333333333,0.0,0.16666666666666666,0.16666666666666666,2.6666666666666665,8,5.0,12.0,0.0,0.0,0.0,0.0
169628,16,16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,4,3.8125,6.0,0.0,0.0,0.0,0.0
169751,11,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.727272727272727,4,5.090909090909091,6.0,0.0,0.0,0.0,0.0
171833,11,11,2,0.18181818181818182,0.6030226891555273,15,1.3636363636363635,4.522670168666454,1.3636363636363635,0.0,0.0,0.09090909090909091,2.090909090909091,4,5.2727272727272725,10.0,0.0,0.0,0.0,0.0
174311,18,18,3,0.6666666666666666,1.137592917989042,27,4.611111111111111,8.68493549631564,4.611111111111111,0.0,0.1111111111111111,0.2777777777777778,1.1111111111111112,3,2.2777777777777777,5.0,0.0,0.0,0.0,0.0
176267,10,10,3,0.5,1.0801234497346435,37,5.2,12.127104628338403,5.2,0.0,0.1,0.2,1.0,1,3.0,3.0,0.0,0.0,0.0,0.0
176993,10,10,3,1.0,1.247219128924647,28,6.7,10.739853092312039,6.7,0.0,0.2,0.3,1.0,1,1.6,2.0,0.0,0.0,0.0,0.0
19777,6,6,2,0.6666666666666666,0.816496580927726,12,3.3333333333333335,4.676180777800049,3.3333333333333335,0.0,0.0,0.16666666666666666,3.0,6,3.8333333333333335,11.0,0.0,0.0,0.0,0.0
1985,6,6,3,1.3333333333333333,1.505545305418162,50,14.5,20.334699407662754,7.833333333333333,6.666666666666667,0.3333333333333333,0.5,1.0,1,3.0,3.0,0.0,0.0,0.0,0.0
21740,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3,2.6666666666666665,9.0,0.0,0.0,0.0,0.0
28809,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
29053,7,7,2,0.5714285714285714,0.9759000729485332,12,2.857142857142857,5.0142653642240695,2.857142857142857,0.0,0.0,0.2857142857142857,1.0,1,3.4285714285714284,4.0,0.0,0.0,0.0,0.0
29998,6,6,3,1.5,1.6431676725154984,38,14.5,16.777961735562517,14.5,0.0,0.5,0.5,1.1666666666666667,2,3.1666666666666665,4.0,0.0,0.0,0.0,0.0
3165,9,9,3,0.7777777777777778,1.3017082793177757,32,7.111111111111111,13.080944580232389,5.333333333333333,1.7777777777777777,0.2222222222222222,0.2222222222222222,1.0,1,3.0,3.0,0.0,0.0,0.0,0.0
32774,12,12,3,0.6666666666666666,1.2309149097933272,30,5.416666666666667,10.378809997764531,5.416666666666667,0.0,0.16666666666666666,0.25,1.0833333333333333,2,1.75,4.0,0.0,0.0,0.0,0.0
33358,6,6,1,0.16666666666666666,0.408248290463863,2,0.3333333333333333,0.816496580927726,0.3333333333333333,0.0,0.0,0.0,3.3333333333333335,7,4.0,9.0,0.0,0.0,0.0,0.0
33536,14,14,2,0.42857142857142855,0.7559289460184544,15,1.9285714285714286,4.340582834212398,1.2142857142857142,0.7142857142857143,0.0,0.14285714285714285,2.2857142857142856,3,4.857142857142857,11.0,0.0,0.0,0.0,0.0
33681,6,6,2,0.5,0.8366600265340756,15,2.6666666666666665,6.0553007081949835,2.6666666666666665,0.0,0.0,0.16666666666666666,2.0,2,5.0,5.0,0.0,0.0,0.0,0.0
33900,6,6,3,1.1666666666666667,1.3291601358251257,20,7.166666666666667,8.588752334691382,5.166666666666667,2.0,0.16666666666666666,0.5,1.1666666666666667,2,2.1666666666666665,3.0,0.0,0.0,0.0,0.0
39565,6,6,3,1.0,1.5491933384829668,44,12.5,19.79646433078392,11.5,1.0,0.3333333333333333,0.3333333333333333,5.833333333333333,8,8.5,12.0,0.0,0.0,0.0,0.0
43380,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2,1.5,2.0,0.0,0.0,0.0,0.0
43642,6,6,2,0.3333333333333333,0.816496580927726,14,2.3333333333333335,5.715476066494083,2.3333333333333335,0.0,0.0,0.16666666666666666,2.1666666666666665,3,3.3333333333333335,5.0,0.0,0.0,0.0,0.0
45660,6,6,2,1.0,1.0954451150103324,12,4.0,4.898979485566356,4.0,0.0,0.0,0.5,3.6666666666666665,7,4.333333333333333,11.0,0.0,0.0,0.0,0.0
47658,6,6,1,0.16666666666666666,0.408248290463863,1,0.16666666666666666,0.408248290463863,0.16666666666666666,0.0,0.0,0.0,5.166666666666667,11,9.166666666666666,17.0,0.0,0.0,0.0,0.0
500659,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7.0,7.0,0.0,0.0,0.0,0.0
502191,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4,1.8333333333333333,6.0,0.0,0.0,0.0,0.0
61095,6,6,2,1.0,0.8944271909999159,10,4.333333333333333,4.633213427705082,4.333333333333333,0.0,0.0,0.3333333333333333,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
61561,11,11,3,1.3636363636363635,1.5666989036012806,55,16.636363636363637,21.03935705896322,15.909090909090908,0.7272727272727273,0.45454545454545453,0.45454545454545453,3.909090909090909,8,6.090909090909091,12.0,0.0,0.0,0.0,0.0
64412,6,6,3,2.1666666666666665,1.1690451944500122,93,31.833333333333332,34.11402448651678,29.833333333333332,2.0,0.5,0.8333333333333334,1.1666666666666667,2,1.3333333333333333,3.0,0.0,0.0,0.0,0.0
66057,6,6,2,0.3333333333333333,0.816496580927726,14,2.3333333333333335,5.715476066494083,2.3333333333333335,0.0,0.0,0.16666666666666666,2.1666666666666665,3,3.3333333333333335,5.0,0.0,0.0,0.0,0.0
69352,6,6,3,2.1666666666666665,1.3291601358251257,38,22.333333333333332,15.908069231263317,22.333333333333332,0.0,0.6666666666666666,0.6666666666666666,2.1666666666666665,6,3.8333333333333335,10.0,0.0,0.0,0.0,0.0
76727,13,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7.461538461538462,16.0,0.0,0.0,0.0,0.0
77795,9,9,2,0.6666666666666666,0.8660254037844386,13,3.2222222222222223,4.944132324730441,3.2222222222222223,0.0,0.0,0.2222222222222222,1.1111111111111112,2,2.888888888888889,5.0,0.0,0.0,0.0,0.0
79268,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5,4.5,9.0,0.0,0.0,0.0,0.0
79281,14,14,3,0.42857142857142855,0.9376144618769908,54,4.642857142857143,14.452080727792708,3.642857142857143,1.0,0.07142857142857142,0.14285714285714285,2.2857142857142856,5,4.785714285714286,9.0,0.0,0.0,0.0,0.0
79744,6,6,2,0.8333333333333334,0.983192080250175,12,4.0,5.059644256269407,4.0,0.0,0.0,0.3333333333333333,5.166666666666667,11,6.833333333333333,17.0,0.0,0.0,0.0,0.0
79749,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,11,6.333333333333333,17.0,0.0,0.0,0.0,0.0
81363,11,11,3,0.7272727272727273,1.2720777563426766,43,6.818181818181818,14.062845955340489,6.818181818181818,0.0,0.18181818181818182,0.2727272727272727,4.818181818181818,11,8.090909090909092,17.0,0.0,0.0,0.0,0.0
826,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,2.0,0.0,0.0,0.0,0.0
83650,6,6,3,0.8333333333333334,1.3291601358251257,93,18.0,37.22902093797257,17.0,1.0,0.16666666666666666,0.3333333333333333,2.6666666666666665,4,6.5,10.0,0.0,0.0,0.0,0.0
84896,8,8,3,1.125,1.5526475085202969,48,14.0,19.949937343260004,14.0,0.0,0.375,0.375,5.625,8,8.125,12.0,0.0,0.0,0.0,0.0
85055,6,6,3,0.5,1.224744871391589,121,20.166666666666668,49.39804314612742,8.5,11.666666666666666,0.16666666666666666,0.16666666666666666,1.0,1,2.0,2.0,0.0,0.0,0.0,0.0
86858,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,4,3.3333333333333335,5.0,0.0,0.0,0.0,0.0
86930,6,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4,3.1666666666666665,5.0,0.0,0.0,0.0,0.0
87051,8,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
